"StockCode","TotalQuantity","TotalRevenue","OrderCount"
"21102","65","165.75","12"
"84526","84","163.8","31"
"90159","33","163.35","15"
"90151","19","161.5","7"
"23305","82","159.9","9"
"85165","16","159.2","11"
"22864","378","158.76","2"
"21193","84","158.36","14"
"90155","21","157.5","12"
"21031","128","157.41","25"
"16054","1205","156.9","37"
"23143","25","156.8","12"
"23468","19","156.75","11"
"17178","133","156.65","24"
"21226","125","156.25","20"
"82585","132","155.88","21"
"90098","61","155.55","23"
"23416","123","155.07","18"
"84855","31","153.45","11"
"21461","78","152.1","19"
"48175","38","152","1"
"90093","200","150.44","18"
"37471","1384","150.4","4"
"82093","100","150","7"
"21310","5","149.75","3"
"84452","176","149.6","26"
"82587","123","149.19","32"
"84720","35","147.05","3"
"85095","91","145.81","11"
"20796","88","145.2","13"
"20672","116","145","22"
"90048","29","143.55","6"
"22882","99","143.25","26"
"21353","18","143.1","8"
"84564","18","143.1","9"
"82553","86","141.9","20"
"23694","348","141.84","24"
"37422","344","141.68","27"
"84617","11","140.25","7"
"21003","22","139.7","11"
"10120","664","139.44","62"
"90086","190","139.18","19"
"20968","37","138.75","14"
"23304","71","138.45","9"
"23417","140","137.76","21"
"20952","322","135.24","20"
"84527","73","135.15","19"
"84231","204","132.6","34"
"45013","48","132","8"
"22885","93","131.55","17"
"37467","212","131.44","28"
"77079","62","131.44","11"
"48179","28","131.25","6"
"20899","44","129.8","12"
"84228","322","129.24","23"
"20821","26","128.7","10"
"16119","271","128.21","7"
"23303","65","126.75","6"
"84622","21","124.95","7"
"10080","303","124.61","26"
"35015","2064","123.84","38"
"22881","89","123.75","15"
"90173","33","123.75","7"
"20816","24","123.6","7"
"22850","8","123.6","1"
"21087","220","123.22","20"
"84367","73","122.55","7"
"79532","97","121.25","18"
"23463","12","119.4","7"
"84656","20","119","12"
"21228","95","118.75","29"
"35933","312","118.56","23"
"22883","86","117.9","12"
"22884","86","117.9","19"
"23185","323","116.59","30"
"84921","31","116.25","14"
"90144","31","116.25","11"
"20848","39","115.05","12"
"20896","39","115.05","13"
"85190","135","114.75","14"
"84462","99","112.35","13"
"44236","64","112.32","12"
"21412","235","112.14","42"
"22880","83","112.05","14"
"71510","177","112.05","17"
"72133","106","111.62","27"
"84493","1142","111.12","5"
"90170","67","110.55","10"
"20693","26","110.5","12"
"22886","82","110.1","14"
"23496","88","110","22"
"78026","11","110","1"
"84886","11","109.45","8"
"23578","56","109.2","11"
"72134","320","109.16","20"
"90073","22","108.9","7"
"90158","22","108.9","11"
"23151","60","106.9","19"
"23477","85","106.25","8"
"90194","25","106.25","14"
"90108","101","106.05","13"
"84199","515","105.63","62"
"22987","250","105","10"
"23574","14","105","14"
"84458","123","104.55","19"
"20698","43","104.25","18"
"21118","69","104.25","7"
"90049","19","104.07","5"
"10138","247","103.74","16"
"84679","14","103.3","4"
"22887","78","102.3","14"
"21089","318","102.28","36"
"84549","64","100.8","9"
"85050","48","100.8","1"
"72821","61","100.65","14"
"75172","97","100.31","11"
"20697","41","99.15","19"
"20861","47","98.7","15"
"20957","67","97.15","12"
"90137","19","94.05","8"
"84388","73","93.99","22"
"35966","244","92.72","20"
"21343","20","92","3"
"90094","36","91.8","21"
"20664","31","91.45","16"
"20660","73","91.25","26"
"90150","12","90","7"
"84765","7","89.25","4"
"90023","21","89.25","11"
"90133","18","89.1","7"
"90156","18","89.1","7"
"22879","71","88.65","10"
"21337","30","88.5","9"
"84465","30","88.5","20"
"84721","20","87.8","2"
"23442","42","87.36","7"
"35265","21","85","15"
"84923","10","85","5"
"90028","10","85","5"
"90088","99","84.15","12"
"72783","40","84","7"
"72779","49","82.81","15"
"90069","11","82.5","5"
"21699","108","82.44","3"
"16051","938","82.2","3"
"90166","19","80.15","11"
"23464","16","79.2","6"
"37509","31","79.05","14"
"90096","31","79.05","11"
"90115","31","79.05","11"
"72709","92","78.2","13"
"35931","156","78.12","15"
"21450","13","77.35","3"
"90092","91","77.35","7"
"22888","66","77.14","10"
"84593","26","76.7","7"
"23467","23","75.67","5"
"37399","143","75","6"
"84757","5","74.75","4"
"90116","44","74.36","11"
"90099","29","73.95","17"
"15030","254","73.66","26"
"79331","60","73.6","9"
"90112","70","73.5","15"
"84454","85","72.25","13"
"35937","188","71.44","17"
"47420","369","70.11","29"
"20820","14","69.3","8"
"71215","178","68.52","12"
"90089","100","68.5","11"
"84548","41","67.65","12"
"90072","18","67.5","5"
"84455","79","67.15","16"
"40002","78","66.3","1"
"71143","78","66.3","13"
"47598","120","66","23"
"85072","120","66","1"
"79329","100","65.94","7"
"47016","31","65.1","5"
"20835","78","64.98","8"
"90056","6","64.5","1"
"90046","13","64.35","7"
"79534","116","63.8","16"
"20791","5","63.75","1"
"90204","19","63.65","9"
"21489","16","63.2","6"
"90131","9","62.55","4"
"20667","21","61.95","9"
"35973","49","61.25","12"
"35594","144","60.48","21"
"90078","8","60","4"
"90021","5","59.75","4"
"35654","12","59.4","5"
"84539","36","59.4","9"
"84226","75","56.61","17"
"85080","114","56.18","22"
"90100","22","56.1","9"
"22657","65","55.25","7"
"85151","44","55","8"
"90043","10","54.51","6"
"90138","11","54.45","5"
"90084","64","54.4","9"
"79406","245","53.9","15"
"90168","18","53.1","3"
"78027","4","51.9","3"
"20964","20","51","6"
"35840","36","51","5"
"84582","12","51","9"
"90020","4","51","2"
"85069","3","50.85","1"
"20958","26","50.7","9"
"90079","10","49.5","5"
"90104","58","49.3","11"
"35644","25","48.75","7"
"84746","13","48.75","8"
"90051","7","48.65","4"
"72129","74","48.1","17"
"90031","48","48","5"
"84599","6","47.7","2"
"84608","6","47.7","4"
"21347","8","47.6","4"
"20895","16","47.2","4"
"84227","112","47.04","13"
"20988","24","46.8","9"
"84626","1","45.95","1"
"85081","103","45.75","20"
"84447","53","45.05","7"
"35233","12","45","8"
"21685","3","44.85","2"
"90074","5","44.75","4"
"90101","17","43.35","5"
"72724","34","42.5","9"
"90050","6","41.7","2"
"20870","27","41.4","4"
"23448","25","41.25","3"
"35071","48","40.8","5"
"44228","48","40.8","3"
"90174","16","40.8","4"
"20879","62","40.3","8"
"20994","47","39.95","12"
"20860","19","39.9","10"
"84551","24","39.6","6"
"35963","104","39.52","11"
"20905","6","38.1","3"
"23038","41","38.03","6"
"79413","30","37.5","9"
"90140","5","37.5","3"
"82069","5","36.25","2"
"90075","4","35.8","3"
"90169","14","35.7","3"
"90134","12","35.4","2"
"90083","44","34.94","8"
"84546","21","34.65","3"
"35955","135","34.62","4"
"72715","82","34.44","12"
"44265","8","34","4"
"37112","9","33.75","4"
"37348","13","33.15","6"
"20953","19","31.35","7"
"90103","12","30.6","5"
"16050","122","30.5","4"
"90022","8","30","4"
"21767","1","29.95","1"
"90136","3","29.85","2"
"90135","6","29.7","1"
"85079","19","28.85","6"
"21097","33","28.05","7"
"84456","33","28.05","12"
"21267","13","27.3","4"
"23702","4","27","3"
"37468","64","24.96","12"
"90139","5","24.75","3"
"35596","29","24.65","4"
"18010","56","23.52","6"
"46307","14","23.1","4"
"85225","19","22.5","11"
"35652","18","21.5","2"
"21387","25","21.25","4"
"23692","50","21","2"
"90052","3","20.85","1"
"90118","8","20.4","3"
"78056","2","19.9","1"
"90034","2","19.9","2"
"22351","12","19.8","1"
"84550","12","19.8","4"
"20680","6","19.5","4"
"84340","15","19.08","6"
"84311","11","18.15","1"
"71050","51","17.85","8"
"90095","7","17.85","2"
"20887","5","17.25","4"
"72805","10","16.9","3"
"21511","40","16.8","2"
"20891","2","15.9","1"
"84630","2","15.9","1"
"35932","37","15.63","10"
"37481","6","15.3","1"
"90076","6","15.3","1"
"17174","36","15.12","7"
"20890","4","15","1"
"23449","12","15","1"
"21475","1","14.95","1"
"35650","3","14.85","3"
"84567","9","14.85","1"
"90102","17","14.45","3"
"90171","11","13.75","2"
"35936","36","13.68","9"
"21525","2","13.5","2"
"20812","5","12.75","3"
"21772","1","12.75","1"
"35443","15","12.75","9"
"84648","1","12.75","1"
"85083","5","12.75","2"
"90033","5","12.75","2"
"21496","25","10.5","1"
"90041","3","10.5","2"
"20939","12","10.2","1"
"90188","4","10.2","3"
"20822","2","9.3","1"
"23441","22","9.24","3"
"72708","44","9.24","5"
"84572","1","8.49","1"
"90111","8","8.4","6"
"20942","6","7.5","4"
"37438","2","7.5","1"
"84366","2","7.5","2"
"21852","1","6.95","1"
"37409","8","6.8","3"
"37484","1","6.75","1"
"20678","4","6.6","1"
"20858","4","6.6","1"
"79140","15","6.3","2"
"20673","5","6.25","2"
"37408","5","6.25","1"
"82072","5","6.25","3"
"20882","2","5.9","1"
"35537","13","5.46","3"
"21838","1","5.45","1"
"16010","44","5.28","4"
"16215","8","5.2","3"
"90054","2","5.1","2"
"84942","3","5.07","3"
"37451","1","4.95","1"
"85043","1","4.95","1"
"45014","1","4.65","1"
"21409","1","4.25","1"
"20877","10","4.2","3"
"20884","2","4.2","2"
"37432","6","3.9","1"
"35974","1","3.75","1"
"84731","3","3.69","3"
"21081","4","3.4","4"
"35995","4","3.36","4"
"20683","1","3.25","1"
"23630","1","2.99","1"
"20885","1","2.95","1"
"79301","1","2.95","1"
"21036","1","2.55","1"
"35999","1","2.55","1"
"47554","1","2.55","1"
"47556","1","2.55","1"
"47569","1","2.55","1"
"85171","1","2.55","1"
"90055","1","2.55","1"
"90077","1","2.55","1"
"90091","3","2.55","2"
"21225","2","2.5","2"
"37326","2","2.5","1"
"90071","2","2.5","2"
"20620","1","2.1","1"
"17061","52","2.08","1"
"35945","1","1.95","1"
"20881","2","1.7","1"
"35837","2","1.7","1"
"10109","4","1.68","1"
"21585","1","1.65","1"
"23664","1","1.65","1"
"35950","1","1.25","1"
"20721","1","0.85","1"
"35930","1","0.38","1"
